Year,Zip Code,County,Total Beneficiaries,Dual Eligible Beneficiaries,Non Dual Beneficiaries,Child Beneficiaries,Adult Beneficiaries,Dual Beneficiaries Admitted,Total Dual Admissions,Non Dual Beneficiaries Admitted,Total Non Dual Admissions,Total Beneficiaries Admitted,Total Admissions,Dual Beneficiaries ER ,Dual Beneficiaries ER Visits,Non Dual Beneficiaries ER,Non Dual Beneficiaries ER Visits,Total Beneficiaries ER,Total ER Visits
2012,10913,Rockland,429,171,258,78,351,22,30,24,37,46,67,21,29,76,133,97,162
2012,10914,Orange,50,10,40,15,35,1,2,1,1,2,3,1,1,9,15,10,16
2012,10915,Orange,80,16,64,23,57,1,1,11,11,12,12,2,8,15,21,17,29
2012,10916,Orange,489,160,329,113,376,38,53,29,49,67,102,44,130,82,160,126,290
2012,10917,Orange,216,14,202,115,101,1,1,31,32,32,33,1,1,29,41,30,42
2012,10918,Orange,1032,154,878,357,675,23,33,81,105,104,138,27,53,180,340,207,393
2012,10919,Orange,123,25,98,35,88,7,10,11,16,18,26,4,4,23,43,27,47
2012,10920,Rockland,943,207,736,276,667,34,49,93,153,127,202,40,73,190,349,230,422
2012,10921,Orange,385,64,321,149,236,6,10,27,51,33,61,13,28,94,143,107,171
2012,10922,Orange,101,8,93,32,69,1,2,12,18,13,20,3,4,16,32,19,36
2012,10923,Rockland,1882,261,1621,658,1224,40,59,203,273,243,332,58,134,391,676,449,810
2012,10924,Orange,1723,710,1013,388,1335,149,187,130,199,279,386,136,333,268,542,404,875
2012,10925,Orange,670,97,573,206,464,12,14,77,122,89,136,21,43,165,354,186,397
2012,10926,Orange,462,61,401,154,308,18,20,41,59,59,79,8,13,65,100,73,113
2012,10927,Rockland,5716,917,4799,2187,3529,190,253,522,694,712,947,184,317,1336,2239,1520,2556
2012,10928,Orange,709,79,630,277,432,7,8,58,92,65,100,18,41,176,350,194,391
2012,10930,Orange,737,69,668,339,398,13,17,54,66,67,83,10,50,114,176,124,226
2012,10931,Rockland,148,14,134,62,86,3,4,14,16,17,20,2,3,44,63,46,66
2012,10932,Orange,41,10,31,11,30,0,0,4,5,4,5,0,0,6,22,6,22
2012,10933,Orange,54,9,45,19,35,2,2,6,6,8,8,4,7,7,19,11,26
2012,10940,Orange,13775,2107,11668,5614,8161,406,568,1406,1911,1812,2479,540,1564,3385,6815,3925,8379
2012,10941,Orange,2210,544,1666,666,1544,85,135,183,235,268,370,171,365,389,776,560,1141
2012,10943,Orange,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,10949,Orange,52,28,24,6,46,2,6,4,5,6,11,3,5,4,8,7,13
2012,10950,Orange,21880,559,21321,13201,8679,99,139,2113,2349,2212,2488,83,176,1697,2279,1780,2455
2012,10952,Rockland,22552,889,21663,12730,9822,160,210,2401,2671,2561,2881,165,345,1830,2439,1995,2784
2012,10953,Orange,44,2,42,22,22,0,0,5,9,5,9,0,0,11,17,11,17
2012,10954,Rockland,3508,812,2696,1117,2391,153,198,320,476,473,674,127,235,618,1097,745,1332
2012,10956,Rockland,2835,691,2144,787,2048,140,204,208,293,348,497,107,191,436,696,543,887
2012,10958,Orange,349,45,304,131,218,3,4,35,46,38,50,10,22,68,119,78,141
2012,10959,Orange,5,1,4,0,5,0,0,0,0,0,0,0,0,1,1,1,1
2012,10960,Rockland,2145,348,1797,734,1411,57,81,211,292,268,373,61,114,558,1030,619,1144
2012,10962,Rockland,424,121,303,89,335,21,32,37,67,58,99,18,32,82,165,100,197
2012,10963,Orange,365,61,304,140,225,8,11,32,42,40,53,9,40,88,156,97,196
2012,10964,Rockland,52,13,39,11,41,1,1,5,7,6,8,2,2,7,10,9,12
2012,10965,Rockland,986,165,821,314,672,16,23,90,124,106,147,16,25,173,290,189,315
2012,10968,Rockland,155,22,133,49,106,1,1,21,27,22,28,3,4,32,61,35,65
2012,10969,Orange,153,14,139,64,89,4,6,17,29,21,35,3,5,30,54,33,59
2012,10970,Rockland,2020,464,1556,623,1397,74,140,178,244,252,384,64,111,367,642,431,753
2012,10973,Orange,249,36,213,78,171,4,5,22,28,26,33,9,41,51,84,60,125
2012,10974,Rockland,363,48,315,127,236,13,19,22,36,35,55,8,19,67,143,75,162
2012,10975,Orange,19,3,16,8,11,0,0,4,4,4,4,0,0,6,7,6,7
2012,10976,Rockland,306,166,140,70,236,14,15,11,14,25,29,14,17,23,52,37,69
2012,10977,Rockland,28892,1756,27136,15386,13506,319,460,3244,3826,3563,4286,320,630,4296,6473,4616,7103
2012,10979,Orange,22,4,18,5,17,0,0,1,1,1,1,1,1,5,11,6,12
2012,10980,Rockland,1404,230,1174,452,952,35,55,116,163,151,218,46,66,301,523,347,589
2012,10981,Orange,65,8,57,23,42,0,0,10,11,10,11,0,0,12,20,12,20
2012,10982,Rockland,81,14,67,31,50,1,1,3,4,4,5,6,11,13,18,19,29
2012,10983,Rockland,356,64,292,112,244,5,5,31,44,36,49,5,5,62,85,67,90
2012,10984,Rockland,410,203,207,48,362,31,44,12,17,43,61,67,130,50,96,117,226
2012,10985,Orange,24,1,23,11,13,0,0,0,0,0,0,0,0,7,20,7,20
2012,10986,Rockland,199,33,166,68,131,5,5,21,37,26,42,6,11,44,110,50,121
2012,10987,Orange,133,18,115,44,89,3,3,12,12,15,15,5,8,23,35,28,43
2012,10988,Orange,122,11,111,47,75,3,3,6,6,9,9,3,9,31,73,34,82
2012,10989,Rockland,931,368,563,207,724,68,95,70,117,138,212,39,57,146,268,185,325
2012,10990,Orange,1614,451,1163,437,1177,60,75,96,151,156,226,87,213,280,474,367,687
2012,10992,Orange,864,206,658,255,609,33,43,74,97,107,140,33,54,168,341,201,395
2012,10993,Rockland,1355,230,1125,471,884,34,60,109,139,143,199,33,44,266,433,299,477
2012,10994,Rockland,555,107,448,159,396,14,16,55,68,69,84,20,32,111,177,131,209
2012,10996,Orange,29,1,28,15,14,0,0,5,6,5,6,0,0,2,3,2,3
2012,10997,Orange,8,1,7,0,8,0,0,0,0,0,0,0,0,2,2,2,2
2012,10998,Orange,271,43,228,97,174,1,1,20,28,21,29,2,2,44,72,46,74
2012,11001,Nassau,3187,510,2677,812,2375,76,88,223,304,299,392,44,64,483,849,527,913
2012,11002,Queens,38,8,30,5,33,3,3,5,15,8,18,1,1,10,14,11,15
2012,11003,Nassau,9951,1235,8716,3174,6777,201,300,851,1190,1052,1490,121,212,1951,3382,2072,3594
2012,11004,Queens,3025,488,2537,681,2344,77,121,196,300,273,421,42,77,425,641,467,718
2012,11005,Queens,45,27,18,1,44,2,9,1,1,3,10,1,1,7,15,8,16
2012,11010,Nassau,2442,606,1836,554,1888,99,135,194,331,293,466,51,93,394,717,445,810
2012,11020,Nassau,649,110,539,201,448,18,21,49,57,67,78,11,19,125,223,136,242
2012,11021,Nassau,1795,769,1026,274,1521,154,214,84,121,238,335,75,110,184,279,259,389
2012,11022,Nassau,14,2,12,0,14,0,0,2,3,2,3,0,0,5,13,5,13
2012,11023,Nassau,974,323,651,202,772,51,63,45,67,96,130,32,50,123,185,155,235
2012,11024,Nassau,777,194,583,214,563,28,40,63,75,91,115,24,36,131,238,155,274
2012,11025,Nassau,4,1,3,0,4,0,0,1,1,1,1,0,0,0,0,0,0
2012,11026,Nassau,16,1,15,6,10,0,0,1,2,1,2,0,0,5,7,5,7
2012,11027,Nassau,17,1,16,4,13,1,1,3,5,4,6,0,0,4,11,4,11
2012,11030,Nassau,690,275,415,130,560,49,61,42,79,91,140,32,55,87,138,119,193
2012,11040,Nassau,4624,1263,3361,892,3732,190,286,286,455,476,741,87,130,537,939,624,1069
2012,11041,Nassau,4,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,11042,Nassau,65,47,18,6,59,12,16,5,9,17,25,12,26,6,17,18,43
2012,11043,Nassau,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,11044,Nassau,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,11050,Nassau,2789,551,2238,876,1913,79,119,265,346,344,465,67,118,553,921,620,1039
2012,11051,Nassau,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0
2012,11054,Nassau,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,11096,Nassau,3158,412,2746,1280,1878,75,93,292,401,367,494,52,76,656,1130,708,1206
2012,11101,Queens,13547,1536,12011,3869,9678,255,370,1044,1460,1299,1830,235,411,3329,5901,3564,6312
2012,11102,Queens,13539,1762,11777,4439,9100,383,508,999,1396,1382,1904,282,424,3121,5791,3403,6215
2012,11103,Queens,11467,1144,10323,3562,7905,181,242,847,1068,1028,1310,120,193,2111,3393,2231,3586
2012,11104,Queens,9478,1193,8285,2722,6756,176,239,687,966,863,1205,107,154,1487,2521,1594,2675
2012,11105,Queens,9735,1455,8280,2592,7143,224,295,695,949,919,1244,157,243,1714,2901,1871,3144
2012,11106,Queens,14376,1979,12397,4443,9933,323,419,1109,1670,1432,2089,256,461,2954,5391,3210,5852
2012,11109,Queens,104,11,93,22,82,1,3,11,16,12,19,0,0,18,26,18,26
2012,11120,Queens,20,1,19,8,12,0,0,3,5,3,5,0,0,5,8,5,8
2012,11201,Kings,11036,2616,8420,2337,8699,650,1050,979,1929,1629,2979,479,1099,2503,6315,2982,7414
2012,11202,Kings,486,86,400,96,390,15,16,42,74,57,90,23,49,99,239,122,288
2012,11203,Kings,31583,4084,27499,10213,21370,880,1318,2916,4444,3796,5762,600,925,7101,13302,7701,14227
2012,11204,Kings,44859,5273,39586,15354,29505,762,979,3018,3658,3780,4637,404,609,4173,6318,4577,6927
2012,11205,Kings,21455,1918,19537,9924,11531,429,656,2159,3006,2588,3662,331,647,4306,8156,4637,8803
2012,11206,Kings,52138,5937,46201,20953,31185,1071,1590,4479,6421,5550,8011,848,1495,11735,23286,12583,24781
2012,11207,Kings,58531,5788,52743,21759,36772,1289,1910,5965,9755,7254,11665,1067,1931,16447,33078,17514,35009
2012,11208,Kings,59418,5182,54236,21537,37881,1043,1493,5272,7559,6315,9052,972,1812,14574,26629,15546,28441
2012,11209,Kings,20446,3124,17322,6121,14325,490,639,1560,2102,2050,2741,304,487,2901,4734,3205,5221
2012,11210,Kings,24161,2491,21670,8336,15825,425,642,2024,2778,2449,3420,307,491,4620,7764,4927,8255
2012,11211,Kings,41970,4251,37719,17907,24063,703,963,3823,5086,4526,6049,538,850,5459,9623,5997,10473
2012,11212,Kings,55991,5552,50439,21411,34580,1171,1689,5419,8411,6590,10100,1043,1766,16094,31911,17137,33677
2012,11213,Kings,35739,3801,31938,12739,23000,812,1245,3579,5413,4391,6658,665,1282,8177,16227,8842,17509
2012,11214,Kings,45675,7765,37910,12325,33350,1268,1725,2804,3610,4072,5335,614,900,4654,7262,5268,8162
2012,11215,Kings,7972,1564,6408,2123,5849,303,410,687,1120,990,1530,219,353,1630,3134,1849,3487
2012,11216,Kings,24337,2784,21553,7283,17054,593,806,2498,4324,3091,5130,470,843,6283,12720,6753,13563
2012,11217,Kings,9296,2166,7130,2133,7163,530,810,859,1573,1389,2383,469,844,2353,4884,2822,5728
2012,11218,Kings,39922,3677,36245,15156,24766,748,1015,3096,3790,3844,4805,443,819,6365,10317,6808,11136
2012,11219,Kings,70462,5176,65286,30443,40019,942,1242,6015,6932,6957,8174,586,851,7009,10711,7595,11562
2012,11220,Kings,85464,6260,79204,29528,55936,960,1268,7985,9699,8945,10967,745,1216,10732,17473,11477,18689
2012,11221,Kings,45119,4946,40173,15831,29288,1087,1603,4806,7692,5893,9295,959,1917,13034,26945,13993,28862
2012,11222,Kings,7371,1240,6131,1837,5534,190,248,591,963,781,1211,132,196,1139,2055,1271,2251
2012,11223,Kings,37650,5911,31739,11127,26523,981,1260,2678,3442,3659,4702,509,807,4450,7487,4959,8294
2012,11224,Kings,27488,7987,19501,6874,20614,1814,2437,1914,2952,3728,5389,828,1254,4394,8049,5222,9303
2012,11225,Kings,25011,2860,22151,8238,16773,540,771,2255,3398,2795,4169,415,659,5474,10069,5889,10728
2012,11226,Kings,55721,5806,49915,20036,35685,1119,1601,4998,7090,6117,8691,782,1293,12905,23163,13687,24456
2012,11228,Kings,14558,1923,12635,4007,10551,266,341,934,1196,1200,1537,206,319,1632,2621,1838,2940
2012,11229,Kings,33370,6080,27290,8757,24613,1060,1374,2132,2926,3192,4300,456,666,3760,6338,4216,7004
2012,11230,Kings,41726,6256,35470,13906,27820,1244,1589,3153,4129,4397,5718,599,865,5270,8632,5869,9497
2012,11231,Kings,8535,1460,7075,2563,5972,280,413,805,1238,1085,1651,267,442,2261,4618,2528,5060
2012,11232,Kings,14375,1102,13273,5678,8697,177,232,1409,1814,1586,2046,163,232,2932,5259,3095,5491
2012,11233,Kings,38293,3933,34360,13685,24608,922,1450,4222,7458,5144,8908,756,1353,11174,24216,11930,25569
2012,11234,Kings,24062,3196,20866,7331,16731,559,763,1909,2754,2468,3517,401,644,4355,7315,4756,7959
2012,11235,Kings,38493,9841,28652,8815,29678,2001,2634,2677,3740,4678,6374,712,1001,4247,6973,4959,7974
2012,11236,Kings,37878,4582,33296,12251,25627,1076,1548,3185,4628,4261,6176,698,1185,7872,13829,8570,15014
2012,11237,Kings,27346,2478,24868,11423,15923,483,666,3036,4230,3519,4896,462,798,7564,14667,8026,15465
2012,11238,Kings,13557,2449,11108,3654,9903,564,861,1247,2047,1811,2908,399,696,3216,6143,3615,6839
2012,11239,Kings,7312,2857,4455,1408,5904,588,781,415,650,1003,1431,288,444,1110,2028,1398,2472
2012,11240,Kings,10,2,8,1,9,0,0,1,1,1,1,0,0,2,2,2,2
2012,11241,Kings,30,1,29,16,14,0,0,4,5,4,5,0,0,3,4,3,4
2012,11242,Kings,18,0,18,10,8,0,0,1,1,1,1,0,0,5,8,5,8
2012,11243,Kings,5,0,5,1,4,0,0,2,2,2,2,0,0,1,3,1,3
2012,11244,Kings,12,1,11,6,6,0,0,2,2,2,2,0,0,1,1,1,1
2012,11245,Kings,3,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0
2012,11247,Kings,190,53,137,38,152,6,11,14,19,20,30,11,21,34,83,45,104
2012,11248,Kings,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,11249,Kings,4331,806,3525,1589,2742,188,264,412,534,600,798,121,240,528,880,649,1120
2012,11251,Kings,4,0,4,0,4,0,0,0,0,0,0,0,0,1,1,1,1
2012,11252,Kings,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,11254,Kings,8,1,7,2,6,0,0,0,0,0,0,0,0,1,1,1,1
2012,11255,Kings,32,2,30,10,22,0,0,0,0,0,0,0,0,5,7,5,7
2012,11256,Kings,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2012,11351,Queens,7,2,5,2,5,0,0,0,0,0,0,0,0,1,2,1,2
2012,11352,Queens,374,65,309,52,322,7,8,31,46,38,54,7,12,43,96,50,108
2012,11354,Queens,27762,4993,22769,5311,22451,937,1307,1670,2241,2607,3548,489,793,2942,4931,3431,5724
2012,11355,Queens,58086,6316,51770,13093,44993,909,1223,3776,4726,4685,5949,614,1028,5597,8973,6211,10001
2012,11356,Queens,10417,1135,9282,3202,7215,153,198,887,1176,1040,1374,189,322,2000,3579,2189,3901
2012,11357,Queens,7307,1616,5691,1602,5705,330,514,515,756,845,1270,219,412,901,1779,1120,2191
2012,11358,Queens,10952,1446,9506,2679,8273,166,219,706,901,872,1120,113,157,1424,2342,1537,2499
2012,11359,Queens,35,4,31,9,26,1,1,0,0,1,1,1,1,6,8,7,9
2012,11360,Queens,2607,679,1928,524,2083,82,101,158,247,240,348,49,77,264,459,313,536
2012,11361,Queens,7066,1278,5788,1591,5475,172,212,427,593,599,805,97,156,799,1247,896,1403
2012,11362,Queens,3096,645,2451,667,2429,80,107,136,172,216,279,44,64,254,362,298,426
2012,11363,Queens,1109,166,943,244,865,18,24,65,86,83,110,5,11,121,202,126,213
2012,11364,Queens,8779,1398,7381,1963,6816,166,220,397,535,563,755,98,127,767,1131,865,1258
2012,11365,Queens,14773,2139,12634,3917,10856,299,399,896,1245,1195,1644,218,333,2096,3713,2314,4046
2012,11366,Queens,4485,730,3755,1139,3346,124,160,363,909,487,1069,79,137,633,1143,712,1280
2012,11367,Queens,15788,2039,13749,4800,10988,311,394,1050,1414,1361,1808,255,403,2709,4781,2964,5184
2012,11368,Queens,61931,5136,56795,27512,34419,929,1248,6350,7884,7279,9132,661,986,15166,27370,15827,28356
2012,11369,Queens,18892,1795,17097,7121,11771,349,496,1613,2115,1962,2611,260,406,4718,8559,4978,8965
2012,11370,Queens,12370,1110,11260,4065,8305,139,174,888,1086,1027,1260,87,120,2478,4371,2565,4491
2012,11371,Queens,24,1,23,9,15,0,0,3,4,3,4,0,0,4,6,4,6
2012,11372,Queens,31507,3508,27999,10654,20853,528,685,2707,3494,3235,4179,275,397,7229,13257,7504,13654
2012,11373,Queens,54797,5206,49591,17853,36944,726,984,4125,5241,4851,6225,437,729,9707,17497,10144,18226
2012,11374,Queens,15877,3305,12572,3533,12344,578,786,1063,1419,1641,2205,362,524,2045,3233,2407,3757
2012,11375,Queens,14795,3601,11194,3016,11779,651,826,860,1209,1511,2035,355,517,1835,2927,2190,3444
2012,11377,Queens,41117,3993,37124,13359,27758,629,838,3117,3994,3746,4832,354,534,7776,13396,8130,13930
2012,11378,Queens,10098,1070,9028,3397,6701,197,285,902,1264,1099,1549,115,209,1813,3017,1928,3226
2012,11379,Queens,7201,1393,5808,1843,5358,282,382,482,668,764,1050,108,162,1036,1748,1144,1910
2012,11380,Queens,48,19,29,8,40,4,5,3,7,7,12,6,14,7,8,13,22
2012,11381,Queens,6,0,6,4,2,0,0,2,2,2,2,0,0,1,1,1,1
2012,11385,Queens,39175,3650,35525,13850,25325,583,771,3651,4875,4234,5646,440,715,8557,15028,8997,15743
2012,11386,Queens,196,68,128,44,152,12,17,13,49,25,66,12,13,45,162,57,175
2012,11390,Queens,2,0,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1
2012,11405,Queens,5,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0
2012,11411,Queens,5191,674,4517,1573,3618,109,152,433,580,542,732,86,149,1096,1842,1182,1991
2012,11594,Nassau,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,11412,Queens,12658,1328,11330,4309,8349,263,384,1134,1683,1397,2067,229,361,3003,5244,3232,5605
2012,11413,Queens,12703,1250,11453,4209,8494,220,299,1221,2026,1441,2325,161,266,2943,5608,3104,5874
2012,11414,Queens,4646,811,3835,1321,3325,111,159,326,484,437,643,86,128,813,1436,899,1564
2012,11415,Queens,5892,967,4925,1625,4267,174,236,446,595,620,831,119,208,1028,1772,1147,1980
2012,11416,Queens,13928,1051,12877,4694,9234,181,240,1114,1521,1295,1761,167,293,2948,4921,3115,5214
2012,11417,Queens,12852,1245,11607,4130,8722,217,276,974,1353,1191,1629,184,321,2587,4278,2771,4599
2012,11418,Queens,17446,1661,15785,5929,11517,287,399,1394,1895,1681,2294,261,406,3841,6511,4102,6917
2012,11419,Queens,25224,2057,23167,8058,17166,385,530,2081,2740,2466,3270,303,522,5090,8570,5393,9092
2012,11420,Queens,20020,1826,18194,6467,13553,337,452,1453,2041,1790,2493,276,448,4093,6779,4369,7227
2012,11421,Queens,18620,1777,16843,6284,12336,268,387,1420,1855,1688,2242,262,406,3919,6860,4181,7266
2012,11422,Queens,9232,887,8345,3201,6031,150,224,716,1151,866,1375,93,165,1975,3531,2068,3696
2012,11423,Queens,12587,1598,10989,3795,8792,318,440,1001,1376,1319,1816,244,462,2430,4181,2674,4643
2012,11424,Queens,73,8,65,31,42,3,6,4,5,7,11,0,0,11,13,11,13
2012,11425,Queens,75,6,69,20,55,2,2,5,5,7,7,2,3,9,16,11,19
2012,11426,Queens,4987,509,4478,1362,3625,69,91,365,515,434,606,56,85,840,1360,896,1445
2012,11427,Queens,7655,1060,6595,2038,5617,208,282,702,1100,910,1382,139,292,1308,2430,1447,2722
2012,11428,Queens,7176,808,6368,2128,5048,142,191,544,851,686,1042,114,194,1374,2433,1488,2627
2012,11429,Queens,9006,990,8016,2869,6137,180,298,773,1116,953,1414,146,250,1905,3304,2051,3554
2012,11430,Queens,278,26,252,40,238,7,14,30,75,37,89,6,22,81,240,87,262
2012,11431,Queens,683,119,564,127,556,13,21,58,97,71,118,17,36,168,437,185,473
2012,11432,Queens,32346,3747,28599,9879,22467,779,1128,2609,3782,3388,4910,546,963,7102,13078,7648,14041
2012,11433,Queens,17740,1750,15990,6607,11133,314,409,1639,2477,1953,2886,346,612,4644,8866,4990,9478
2012,11434,Queens,24102,2478,21624,8837,15265,442,638,2128,3044,2570,3682,412,751,6041,11477,6453,12228
2012,11435,Queens,27385,2770,24615,9127,18258,528,837,2658,4124,3186,4961,413,703,6700,12587,7113,13290
2012,11436,Queens,7864,656,7208,2826,5038,119,186,717,994,836,1180,101,212,1853,3214,1954,3426
2012,11439,Queens,33,2,31,9,24,0,0,1,2,1,2,0,0,4,8,4,8
2012,11451,Queens,19,1,18,7,12,0,0,3,4,3,4,0,0,5,14,5,14
2012,11499,Queens,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,11501,Nassau,2238,437,1801,649,1589,72,86,218,288,290,374,59,113,429,713,488,826
2012,11507,Nassau,640,170,470,104,536,29,39,39,45,68,84,11,12,74,115,85,127
2012,11509,Nassau,164,44,120,40,124,11,13,11,20,22,33,3,3,28,44,31,47
2012,11510,Nassau,5367,917,4450,1632,3735,181,271,440,594,621,865,139,223,1069,1797,1208,2020
2012,11514,Nassau,406,77,329,109,297,9,10,33,48,42,58,5,5,67,114,72,119
2012,11516,Nassau,966,150,816,345,621,12,15,77,104,89,119,12,26,118,180,130,206
2012,11518,Nassau,956,183,773,261,695,39,57,91,156,130,213,21,69,207,445,228,514
2012,11520,Nassau,15085,1943,13142,5469,9616,348,492,1501,2026,1849,2518,277,419,3359,5819,3636,6238
2012,11530,Nassau,1000,384,616,163,837,50,65,69,105,119,170,68,108,125,246,193,354
2012,11531,Nassau,17,3,14,5,12,0,0,2,3,2,3,1,1,5,7,6,8
2012,11535,Nassau,4,1,3,1,3,0,0,0,0,0,0,0,0,1,1,1,1
2012,11536,Nassau,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,11542,Nassau,5667,966,4701,2047,3620,216,277,541,727,757,1004,162,297,1340,2475,1502,2772
2012,11545,Nassau,636,250,386,123,513,31,41,36,48,67,89,53,89,82,167,135,256
2012,11547,Nassau,79,11,68,22,57,3,7,2,2,5,9,1,1,20,45,21,46
2012,11548,Nassau,120,30,90,32,88,6,6,8,11,14,17,1,1,13,17,14,18
2012,11549,Nassau,6,0,6,0,6,0,0,0,0,0,0,0,0,1,3,1,3
2012,11550,Nassau,25520,2766,22754,10700,14820,628,988,3023,4231,3651,5219,559,1027,6691,12317,7250,13344
2012,11551,Nassau,350,139,211,44,306,35,59,51,129,86,188,35,84,97,272,132,356
2012,11552,Nassau,3873,542,3331,1265,2608,77,102,361,503,438,605,60,108,829,1466,889,1574
2012,11553,Nassau,9777,1427,8350,3482,6295,328,476,1154,1694,1482,2170,195,331,2165,4030,2360,4361
2012,11554,Nassau,4165,992,3173,993,3172,165,225,362,550,527,775,106,148,619,1188,725,1336
2012,11555,Nassau,4,0,4,0,4,0,0,1,3,1,3,0,0,1,6,1,6
2012,11556,Nassau,38,11,27,7,31,2,3,4,8,6,11,1,1,11,19,12,20
2012,11557,Nassau,658,125,533,182,476,15,22,39,53,54,75,7,8,80,115,87,123
2012,11558,Nassau,1466,348,1118,408,1058,95,141,147,241,242,382,69,138,314,572,383,710
2012,11559,Nassau,832,136,696,289,543,15,17,55,73,70,90,13,18,123,228,136,246
2012,11560,Nassau,488,66,422,177,311,7,10,36,50,43,60,10,17,108,177,118,194
2012,11561,Nassau,5488,1745,3743,1378,4110,399,539,463,773,862,1312,283,464,1090,2063,1373,2527
2012,11563,Nassau,2123,503,1620,558,1565,94,146,162,284,256,430,55,87,372,733,427,820
2012,11565,Nassau,524,120,404,131,393,15,20,32,42,47,62,8,10,82,126,90,136
2012,11566,Nassau,1981,476,1505,458,1523,59,79,135,199,194,278,47,63,269,458,316,521
2012,11568,Nassau,144,19,125,48,96,6,8,7,14,13,22,1,8,18,30,19,38
2012,11569,Nassau,57,13,44,10,47,1,1,8,10,9,11,1,1,11,19,12,20
2012,11570,Nassau,2911,799,2112,760,2151,139,192,215,350,354,542,89,135,625,1170,714,1305
2012,11571,Nassau,45,14,31,10,35,3,6,3,7,6,13,1,2,8,17,9,19
2012,11572,Nassau,2693,644,2049,664,2029,101,129,204,289,305,418,70,152,495,846,565,998
2012,11575,Nassau,7542,658,6884,3145,4397,129,172,807,1111,936,1283,127,204,1984,3666,2111,3870
2012,11576,Nassau,548,152,396,117,431,22,28,40,51,62,79,14,24,64,103,78,127
2012,11577,Nassau,1266,452,814,236,1030,81,109,94,140,175,249,55,84,180,288,235,372
2012,11579,Nassau,310,73,237,71,239,12,14,30,61,42,75,12,13,56,131,68,144
2012,11580,Nassau,7435,1162,6273,2234,5201,158,201,578,806,736,1007,101,134,1312,2228,1413,2362
2012,11581,Nassau,2689,463,2226,744,1945,73,102,166,218,239,320,32,52,396,622,428,674
2012,11582,Nassau,63,11,52,20,43,1,1,3,6,4,7,3,5,15,21,18,26
2012,11590,Nassau,11878,1338,10540,5146,6732,257,351,1256,1690,1513,2041,183,274,2796,5065,2979,5339
2012,11595,Nassau,8,1,7,4,4,0,0,0,0,0,0,0,0,0,0,0,0
